id;person_id;building_id;scandate;scantime;in_out;created_at;updated_at
682;41;2;2023-03-12;20:20:58;out;2023-03-27 15:12:47;2023-03-27 15:12:47
683;68;4;2023-03-12;6:13:52;in;2023-03-27 15:12:47;2023-03-27 15:12:47
684;68;4;2023-03-12;15:48:53;out;2023-03-27 15:12:47;2023-03-27 15:12:47
685;22;2;2023-03-12;7:39:53;in;2023-03-27 15:12:47;2023-03-27 15:12:47
686;22;2;2023-03-12;16:17:21;out;2023-03-27 15:12:47;2023-03-27 15:12:47
687;76;3;2023-03-12;9:52:55;in;2023-03-27 15:12:47;2023-03-27 15:12:47
688;76;3;2023-03-12;18:32:47;out;2023-03-27 15:12:47;2023-03-27 15:12:47
689;58;3;2023-03-12;9:18:34;in;2023-03-27 15:12:47;2023-03-27 15:12:47
690;58;3;2023-03-12;17:03:43;out;2023-03-27 15:12:47;2023-03-27 15:12:47
691;11;2;2023-03-12;9:29:51;in;2023-03-27 15:12:47;2023-03-27 15:12:47
692;20;3;2023-03-12;7:44:02;in;2023-03-27 15:12:47;2023-03-27 15:12:47
693;20;3;2023-03-12;16:38:09;out;2023-03-27 15:12:47;2023-03-27 15:12:47
694;72;2;2023-03-12;7:07:43;in;2023-03-27 15:12:47;2023-03-27 15:12:47
695;72;2;2023-03-12;17:51:52;out;2023-03-27 15:12:47;2023-03-27 15:12:47
696;14;4;2023-03-12;8:19:55;in;2023-03-27 15:12:47;2023-03-27 15:12:47
697;14;4;2023-03-12;15:50:46;out;2023-03-27 15:12:47;2023-03-27 15:12:47
698;75;1;2023-03-12;6:31:10;in;2023-03-27 15:12:47;2023-03-27 15:12:47
699;26;1;2023-03-12;10:47:00;in;2023-03-27 15:12:47;2023-03-27 15:12:47
700;26;1;2023-03-12;18:11:26;out;2023-03-27 15:12:47;2023-03-27 15:12:47
701;80;2;2023-03-12;10:32:14;in;2023-03-27 15:12:47;2023-03-27 15:12:47
702;80;2;2023-03-12;19:20:47;out;2023-03-27 15:12:47;2023-03-27 15:12:47
703;38;5;2023-03-12;10:17:08;in;2023-03-27 15:12:47;2023-03-27 15:12:47
704;38;5;2023-03-12;19:33:53;out;2023-03-27 15:12:47;2023-03-27 15:12:47
705;28;3;2023-03-12;8:11:38;in;2023-03-27 15:12:47;2023-03-27 15:12:47
706;28;3;2023-03-12;20:21:33;out;2023-03-27 15:12:47;2023-03-27 15:12:47
707;6;3;2023-03-12;10:11:50;in;2023-03-27 15:12:47;2023-03-27 15:12:47
708;6;3;2023-03-12;15:04:37;out;2023-03-27 15:12:47;2023-03-27 15:12:47
709;5;4;2023-03-12;7:03:57;in;2023-03-27 15:12:47;2023-03-27 15:12:47
710;5;4;2023-03-12;20:26:59;out;2023-03-27 15:12:47;2023-03-27 15:12:47
711;12;5;2023-03-12;6:38:50;in;2023-03-27 15:12:47;2023-03-27 15:12:47
712;12;5;2023-03-12;15:33:00;out;2023-03-27 15:12:47;2023-03-27 15:12:47
713;17;4;2023-03-12;6:04:32;in;2023-03-27 15:12:47;2023-03-27 15:12:47
714;31;4;2023-03-12;9:42:57;in;2023-03-27 15:12:47;2023-03-27 15:12:47
715;31;4;2023-03-12;15:54:53;out;2023-03-27 15:12:47;2023-03-27 15:12:47
716;18;2;2023-03-12;7:52:39;in;2023-03-27 15:12:47;2023-03-27 15:12:47
717;18;2;2023-03-12;17:54:47;out;2023-03-27 15:12:47;2023-03-27 15:12:47
718;62;5;2023-03-12;10:47:38;in;2023-03-27 15:12:47;2023-03-27 15:12:47
719;62;5;2023-03-12;20:46:19;out;2023-03-27 15:12:47;2023-03-27 15:12:47
720;77;5;2023-03-12;9:15:26;in;2023-03-27 15:12:47;2023-03-27 15:12:47
721;77;5;2023-03-12;15:26:03;out;2023-03-27 15:12:47;2023-03-27 15:12:47
722;53;4;2023-03-12;7:50:43;in;2023-03-27 15:12:47;2023-03-27 15:12:47
723;53;4;2023-03-12;17:34:02;out;2023-03-27 15:12:47;2023-03-27 15:12:47
724;60;5;2023-03-12;10:16:32;in;2023-03-27 15:12:47;2023-03-27 15:12:47
725;34;3;2023-03-12;8:41:19;in;2023-03-27 15:12:47;2023-03-27 15:12:47
726;34;3;2023-03-12;16:20:31;out;2023-03-27 15:12:47;2023-03-27 15:12:47
727;51;2;2023-03-12;7:44:03;in;2023-03-27 15:12:47;2023-03-27 15:12:47
728;51;2;2023-03-12;15:11:47;out;2023-03-27 15:12:47;2023-03-27 15:12:47
729;57;2;2023-03-12;7:39:27;in;2023-03-27 15:12:47;2023-03-27 15:12:47
730;57;2;2023-03-12;17:19:31;out;2023-03-27 15:12:47;2023-03-27 15:12:47
731;63;5;2023-03-12;7:59:20;in;2023-03-27 15:12:47;2023-03-27 15:12:47
732;63;5;2023-03-12;18:09:26;out;2023-03-27 15:12:47;2023-03-27 15:12:47
733;55;2;2023-03-12;10:56:04;in;2023-03-27 15:12:47;2023-03-27 15:12:47
734;4;3;2023-03-12;6:52:43;in;2023-03-27 15:12:47;2023-03-27 15:12:47
735;4;3;2023-03-12;15:44:57;out;2023-03-27 15:12:47;2023-03-27 15:12:47
736;35;5;2023-03-12;10:16:04;in;2023-03-27 15:12:47;2023-03-27 15:12:47
737;35;5;2023-03-12;15:52:36;out;2023-03-27 15:12:47;2023-03-27 15:12:47
738;66;4;2023-03-12;8:55:54;in;2023-03-27 15:12:47;2023-03-27 15:12:47
739;66;4;2023-03-12;18:09:33;out;2023-03-27 15:12:47;2023-03-27 15:12:47
740;39;4;2023-03-12;7:56:19;in;2023-03-27 15:12:47;2023-03-27 15:12:47
741;39;4;2023-03-12;18:00:36;out;2023-03-27 15:12:47;2023-03-27 15:12:47
742;36;3;2023-03-12;8:39:22;in;2023-03-27 15:12:47;2023-03-27 15:12:47
743;70;1;2023-03-12;6:30:12;in;2023-03-27 15:12:47;2023-03-27 15:12:47
744;70;1;2023-03-12;19:03:37;out;2023-03-27 15:12:47;2023-03-27 15:12:47
745;52;2;2023-03-12;10:47:24;in;2023-03-27 15:12:47;2023-03-27 15:12:47
746;52;2;2023-03-12;15:12:06;out;2023-03-27 15:12:47;2023-03-27 15:12:47
747;78;1;2023-03-12;9:34:57;in;2023-03-27 15:12:47;2023-03-27 15:12:47
748;23;2;2023-03-12;9:14:46;in;2023-03-27 15:12:47;2023-03-27 15:12:47
749;23;2;2023-03-12;16:16:02;out;2023-03-27 15:12:47;2023-03-27 15:12:47
750;27;2;2023-03-12;6:48:08;in;2023-03-27 15:12:47;2023-03-27 15:12:47
751;27;2;2023-03-12;19:13:19;out;2023-03-27 15:12:47;2023-03-27 15:12:47
752;79;1;2023-03-12;6:15:02;in;2023-03-27 15:12:47;2023-03-27 15:12:47
753;79;1;2023-03-12;18:53:08;out;2023-03-27 15:12:47;2023-03-27 15:12:47
754;47;1;2023-03-12;9:52:33;in;2023-03-27 15:12:47;2023-03-27 15:12:47
755;47;1;2023-03-12;20:44:18;out;2023-03-27 15:12:47;2023-03-27 15:12:47
756;59;3;2023-03-12;7:45:44;in;2023-03-27 15:12:47;2023-03-27 15:12:47
757;59;3;2023-03-12;15:17:19;out;2023-03-27 15:12:47;2023-03-27 15:12:47
758;29;1;2023-03-12;9:53:14;in;2023-03-27 15:12:47;2023-03-27 15:12:47
759;29;1;2023-03-12;18:37:54;out;2023-03-27 15:12:47;2023-03-27 15:12:47
760;25;5;2023-03-12;9:18:59;in;2023-03-27 15:12:47;2023-03-27 15:12:47
761;25;5;2023-03-12;17:11:10;out;2023-03-27 15:12:47;2023-03-27 15:12:47
762;3;3;2023-03-12;10:47:47;in;2023-03-27 15:12:47;2023-03-27 15:12:47
763;3;3;2023-03-12;19:37:45;out;2023-03-27 15:12:47;2023-03-27 15:12:47
764;46;5;2023-03-12;9:52:48;in;2023-03-27 15:12:47;2023-03-27 15:12:47
765;46;5;2023-03-12;16:24:16;out;2023-03-27 15:12:47;2023-03-27 15:12:47
766;2;5;2023-03-12;8:13:09;in;2023-03-27 15:12:47;2023-03-27 15:12:47
767;2;5;2023-03-12;19:08:45;out;2023-03-27 15:12:47;2023-03-27 15:12:47
768;43;5;2023-03-12;6:26:12;in;2023-03-27 15:12:47;2023-03-27 15:12:47
769;43;5;2023-03-12;18:33:38;out;2023-03-27 15:12:47;2023-03-27 15:12:47
770;56;2;2023-03-12;7:53:24;in;2023-03-27 15:12:47;2023-03-27 15:12:47
771;56;2;2023-03-12;20:28:59;out;2023-03-27 15:12:47;2023-03-27 15:12:47
772;8;4;2023-03-12;10:46:06;in;2023-03-27 15:12:47;2023-03-27 15:12:47
773;8;4;2023-03-12;19:36:34;out;2023-03-27 15:12:47;2023-03-27 15:12:47
774;61;1;2023-03-12;8:49:31;in;2023-03-27 15:12:47;2023-03-27 15:12:47
775;61;1;2023-03-12;18:54:53;out;2023-03-27 15:12:47;2023-03-27 15:12:47
776;40;5;2023-03-12;8:48:18;in;2023-03-27 15:12:47;2023-03-27 15:12:47
777;40;5;2023-03-12;15:05:05;out;2023-03-27 15:12:47;2023-03-27 15:12:47
778;19;1;2023-03-12;8:31:06;in;2023-03-27 15:12:47;2023-03-27 15:12:47
779;50;1;2023-03-12;10:07:02;in;2023-03-27 15:12:47;2023-03-27 15:12:47
780;50;1;2023-03-12;18:47:41;out;2023-03-27 15:12:47;2023-03-27 15:12:47
781;54;2;2023-03-13;10:04:00;in;2023-03-27 15:12:47;2023-03-27 15:12:47
782;54;2;2023-03-13;15:27:15;out;2023-03-27 15:12:47;2023-03-27 15:12:47
783;44;2;2023-03-13;9:54:11;in;2023-03-27 15:12:47;2023-03-27 15:12:47
784;44;2;2023-03-13;17:00:04;out;2023-03-27 15:12:47;2023-03-27 15:12:47
785;45;4;2023-03-13;8:45:17;in;2023-03-27 15:12:47;2023-03-27 15:12:47
786;45;4;2023-03-13;18:57:07;out;2023-03-27 15:12:47;2023-03-27 15:12:47
787;10;3;2023-03-13;9:14:09;in;2023-03-27 15:12:47;2023-03-27 15:12:47
788;10;3;2023-03-13;19:31:17;out;2023-03-27 15:12:47;2023-03-27 15:12:47
789;24;3;2023-03-13;9:33:23;in;2023-03-27 15:12:47;2023-03-27 15:12:47
790;24;3;2023-03-13;19:37:01;out;2023-03-27 15:12:47;2023-03-27 15:12:47
791;65;5;2023-03-13;10:50:39;in;2023-03-27 15:12:47;2023-03-27 15:12:47
792;65;5;2023-03-13;18:40:30;out;2023-03-27 15:12:47;2023-03-27 15:12:47
793;73;1;2023-03-13;7:11:21;in;2023-03-27 15:12:47;2023-03-27 15:12:47
794;73;1;2023-03-13;17:39:58;out;2023-03-27 15:12:47;2023-03-27 15:12:47
795;16;2;2023-03-13;7:35:07;in;2023-03-27 15:12:47;2023-03-27 15:12:47
796;9;3;2023-03-13;10:12:53;in;2023-03-27 15:12:47;2023-03-27 15:12:47
797;9;3;2023-03-13;17:08:35;out;2023-03-27 15:12:47;2023-03-27 15:12:47
798;7;3;2023-03-13;9:07:58;in;2023-03-27 15:12:47;2023-03-27 15:12:47
799;7;3;2023-03-13;18:19:50;out;2023-03-27 15:12:47;2023-03-27 15:12:47
800;74;4;2023-03-13;9:05:51;in;2023-03-27 15:12:47;2023-03-27 15:12:47
801;1;2;2023-03-13;8:46:32;in;2023-03-27 15:12:47;2023-03-27 15:12:47
802;1;2;2023-03-13;15:39:01;out;2023-03-27 15:12:47;2023-03-27 15:12:47
803;30;4;2023-03-13;6:30:28;in;2023-03-27 15:12:47;2023-03-27 15:12:47
804;30;4;2023-03-13;19:20:55;out;2023-03-27 15:12:47;2023-03-27 15:12:47
805;49;5;2023-03-13;10:15:43;in;2023-03-27 15:12:47;2023-03-27 15:12:47
806;15;1;2023-03-13;9:43:34;in;2023-03-27 15:12:47;2023-03-27 15:12:47
807;15;1;2023-03-13;17:21:09;out;2023-03-27 15:12:47;2023-03-27 15:12:47
808;69;2;2023-03-13;10:27:09;in;2023-03-27 15:12:47;2023-03-27 15:12:47
809;69;2;2023-03-13;16:57:46;out;2023-03-27 15:12:47;2023-03-27 15:12:47
810;41;3;2023-03-13;6:03:20;in;2023-03-27 15:12:47;2023-03-27 15:12:47
811;41;3;2023-03-13;19:30:59;out;2023-03-27 15:12:47;2023-03-27 15:12:47
812;68;2;2023-03-13;7:04:50;in;2023-03-27 15:12:47;2023-03-27 15:12:47
813;22;1;2023-03-13;6:45:01;in;2023-03-27 15:12:47;2023-03-27 15:12:47
814;22;1;2023-03-13;17:39:18;out;2023-03-27 15:12:47;2023-03-27 15:12:47
815;76;1;2023-03-13;6:33:52;in;2023-03-27 15:12:47;2023-03-27 15:12:47
816;76;1;2023-03-13;17:25:23;out;2023-03-27 15:12:47;2023-03-27 15:12:47
817;58;1;2023-03-13;7:40:47;in;2023-03-27 15:12:47;2023-03-27 15:12:47
818;58;1;2023-03-13;17:17:09;out;2023-03-27 15:12:47;2023-03-27 15:12:47
819;11;3;2023-03-13;7:00:09;in;2023-03-27 15:12:47;2023-03-27 15:12:47
820;11;3;2023-03-13;19:53:22;out;2023-03-27 15:12:47;2023-03-27 15:12:47
821;20;1;2023-03-13;9:49:06;in;2023-03-27 15:12:47;2023-03-27 15:12:47
822;20;1;2023-03-13;16:34:04;out;2023-03-27 15:12:47;2023-03-27 15:12:47
823;72;5;2023-03-13;8:07:31;in;2023-03-27 15:12:47;2023-03-27 15:12:47
824;14;5;2023-03-13;7:00:20;in;2023-03-27 15:12:47;2023-03-27 15:12:47
825;14;5;2023-03-13;19:21:56;out;2023-03-27 15:12:47;2023-03-27 15:12:47
826;75;1;2023-03-13;10:01:28;in;2023-03-27 15:12:47;2023-03-27 15:12:47
827;75;1;2023-03-13;19:22:33;out;2023-03-27 15:12:47;2023-03-27 15:12:47
828;26;2;2023-03-13;10:36:27;in;2023-03-27 15:12:47;2023-03-27 15:12:47
829;26;2;2023-03-13;19:51:46;out;2023-03-27 15:12:47;2023-03-27 15:12:47
830;80;4;2023-03-13;6:04:16;in;2023-03-27 15:12:47;2023-03-27 15:12:47
831;80;4;2023-03-13;16:12:53;out;2023-03-27 15:12:47;2023-03-27 15:12:47
832;38;2;2023-03-13;8:29:09;in;2023-03-27 15:12:47;2023-03-27 15:12:47
833;38;2;2023-03-13;20:29:52;out;2023-03-27 15:12:47;2023-03-27 15:12:47
834;28;4;2023-03-13;6:19:28;in;2023-03-27 15:12:47;2023-03-27 15:12:47
835;28;4;2023-03-13;17:09:19;out;2023-03-27 15:12:47;2023-03-27 15:12:47
836;6;4;2023-03-13;6:41:24;in;2023-03-27 15:12:47;2023-03-27 15:12:47
837;6;4;2023-03-13;15:44:16;out;2023-03-27 15:12:47;2023-03-27 15:12:47
838;5;4;2023-03-13;10:37:26;in;2023-03-27 15:12:47;2023-03-27 15:12:47
839;5;4;2023-03-13;17:37:42;out;2023-03-27 15:12:47;2023-03-27 15:12:47
840;12;2;2023-03-13;10:29:28;in;2023-03-27 15:12:47;2023-03-27 15:12:47
841;12;2;2023-03-13;15:56:07;out;2023-03-27 15:12:47;2023-03-27 15:12:47
842;17;4;2023-03-13;7:56:00;in;2023-03-27 15:12:47;2023-03-27 15:12:47
843;17;4;2023-03-13;17:29:37;out;2023-03-27 15:12:47;2023-03-27 15:12:47
844;31;3;2023-03-13;8:52:19;in;2023-03-27 15:12:47;2023-03-27 15:12:47
845;31;3;2023-03-13;18:06:07;out;2023-03-27 15:12:47;2023-03-27 15:12:47
846;18;5;2023-03-13;7:24:37;in;2023-03-27 15:12:47;2023-03-27 15:12:47
847;18;5;2023-03-13;15:30:11;out;2023-03-27 15:12:47;2023-03-27 15:12:47
848;62;3;2023-03-13;7:27:59;in;2023-03-27 15:12:47;2023-03-27 15:12:47
849;62;3;2023-03-13;15:08:03;out;2023-03-27 15:12:47;2023-03-27 15:12:47
850;77;5;2023-03-13;8:25:46;in;2023-03-27 15:12:47;2023-03-27 15:12:47
851;77;5;2023-03-13;15:00:43;out;2023-03-27 15:12:47;2023-03-27 15:12:47
852;53;2;2023-03-13;8:24:45;in;2023-03-27 15:12:47;2023-03-27 15:12:47
853;53;2;2023-03-13;18:46:33;out;2023-03-27 15:12:47;2023-03-27 15:12:47
854;60;2;2023-03-13;8:16:13;in;2023-03-27 15:12:47;2023-03-27 15:12:47
855;60;2;2023-03-13;17:13:09;out;2023-03-27 15:12:47;2023-03-27 15:12:47
856;34;2;2023-03-13;6:16:22;in;2023-03-27 15:12:47;2023-03-27 15:12:47
857;34;2;2023-03-13;20:22:47;out;2023-03-27 15:12:47;2023-03-27 15:12:47
858;51;4;2023-03-13;6:46:45;in;2023-03-27 15:12:47;2023-03-27 15:12:47
859;51;4;2023-03-13;15:31:24;out;2023-03-27 15:12:47;2023-03-27 15:12:47
860;57;3;2023-03-13;9:35:39;in;2023-03-27 15:12:47;2023-03-27 15:12:47
861;57;3;2023-03-13;16:54:33;out;2023-03-27 15:12:47;2023-03-27 15:12:47
862;63;3;2023-03-13;8:32:54;in;2023-03-27 15:12:47;2023-03-27 15:12:47
863;63;3;2023-03-13;19:00:52;out;2023-03-27 15:12:47;2023-03-27 15:12:47
864;55;1;2023-03-13;8:59:50;in;2023-03-27 15:12:47;2023-03-27 15:12:47
865;4;1;2023-03-13;10:35:41;in;2023-03-27 15:12:47;2023-03-27 15:12:47
866;4;1;2023-03-13;18:05:35;out;2023-03-27 15:12:47;2023-03-27 15:12:47
867;35;1;2023-03-13;9:06:45;in;2023-03-27 15:12:47;2023-03-27 15:12:47
868;35;1;2023-03-13;20:57:34;out;2023-03-27 15:12:47;2023-03-27 15:12:47
869;66;2;2023-03-13;10:29:29;in;2023-03-27 15:12:47;2023-03-27 15:12:47
870;66;2;2023-03-13;19:14:16;out;2023-03-27 15:12:47;2023-03-27 15:12:47
871;39;2;2023-03-13;10:23:27;in;2023-03-27 15:12:47;2023-03-27 15:12:47
872;36;1;2023-03-13;9:12:02;in;2023-03-27 15:12:47;2023-03-27 15:12:47
873;36;1;2023-03-13;16:29:35;out;2023-03-27 15:12:47;2023-03-27 15:12:47
874;70;3;2023-03-13;9:02:29;in;2023-03-27 15:12:47;2023-03-27 15:12:47
875;70;3;2023-03-13;15:42:57;out;2023-03-27 15:12:47;2023-03-27 15:12:47
876;52;2;2023-03-13;8:54:38;in;2023-03-27 15:12:47;2023-03-27 15:12:47
877;52;2;2023-03-13;19:30:17;out;2023-03-27 15:12:47;2023-03-27 15:12:47
878;78;5;2023-03-13;8:58:42;in;2023-03-27 15:12:47;2023-03-27 15:12:47
879;78;5;2023-03-13;17:59:08;out;2023-03-27 15:12:47;2023-03-27 15:12:47
880;23;1;2023-03-13;9:54:05;in;2023-03-27 15:12:47;2023-03-27 15:12:47
881;27;2;2023-03-13;10:16:49;in;2023-03-27 15:12:47;2023-03-27 15:12:47
882;27;2;2023-03-13;16:41:13;out;2023-03-27 15:12:47;2023-03-27 15:12:47
883;79;3;2023-03-13;6:58:40;in;2023-03-27 15:12:47;2023-03-27 15:12:47
884;79;3;2023-03-13;19:24:21;out;2023-03-27 15:12:47;2023-03-27 15:12:47
885;47;3;2023-03-13;6:53:50;in;2023-03-27 15:12:47;2023-03-27 15:12:47
886;47;3;2023-03-13;16:19:07;out;2023-03-27 15:12:47;2023-03-27 15:12:47
887;59;2;2023-03-13;6:37:50;in;2023-03-27 15:12:47;2023-03-27 15:12:47
888;59;2;2023-03-13;15:31:34;out;2023-03-27 15:12:47;2023-03-27 15:12:47
889;29;5;2023-03-13;9:35:55;in;2023-03-27 15:12:47;2023-03-27 15:12:47
890;29;5;2023-03-13;19:54:55;out;2023-03-27 15:12:47;2023-03-27 15:12:47
891;25;2;2023-03-13;7:49:29;in;2023-03-27 15:12:47;2023-03-27 15:12:47
892;25;2;2023-03-13;16:18:05;out;2023-03-27 15:12:47;2023-03-27 15:12:47
893;3;3;2023-03-13;10:36:20;in;2023-03-27 15:12:47;2023-03-27 15:12:47
894;3;3;2023-03-13;19:13:36;out;2023-03-27 15:12:47;2023-03-27 15:12:47
895;46;1;2023-03-13;6:35:30;in;2023-03-27 15:12:47;2023-03-27 15:12:47
896;46;1;2023-03-13;18:27:10;out;2023-03-27 15:12:47;2023-03-27 15:12:47
897;2;2;2023-03-13;7:25:57;in;2023-03-27 15:12:47;2023-03-27 15:12:47
898;2;2;2023-03-13;18:44:37;out;2023-03-27 15:12:47;2023-03-27 15:12:47
899;43;3;2023-03-13;6:49:31;in;2023-03-27 15:12:47;2023-03-27 15:12:47
900;43;3;2023-03-13;17:56:23;out;2023-03-27 15:12:47;2023-03-27 15:12:47
901;56;3;2023-03-13;8:06:41;in;2023-03-27 15:12:47;2023-03-27 15:12:47
902;56;3;2023-03-13;16:36:06;out;2023-03-27 15:12:47;2023-03-27 15:12:47
903;8;5;2023-03-13;7:30:01;in;2023-03-27 15:12:47;2023-03-27 15:12:47
904;8;5;2023-03-13;17:47:45;out;2023-03-27 15:12:47;2023-03-27 15:12:47
905;61;5;2023-03-13;7:06:56;in;2023-03-27 15:12:47;2023-03-27 15:12:47
906;61;5;2023-03-13;15:30:17;out;2023-03-27 15:12:47;2023-03-27 15:12:47
907;40;5;2023-03-13;7:51:33;in;2023-03-27 15:12:47;2023-03-27 15:12:47
908;40;5;2023-03-13;15:55:59;out;2023-03-27 15:12:47;2023-03-27 15:12:47
909;19;5;2023-03-13;8:24:26;in;2023-03-27 15:12:47;2023-03-27 15:12:47
910;19;5;2023-03-13;16:41:23;out;2023-03-27 15:12:47;2023-03-27 15:12:47
911;50;2;2023-03-13;7:34:11;in;2023-03-27 15:12:47;2023-03-27 15:12:47
912;50;2;2023-03-13;16:11:10;out;2023-03-27 15:12:47;2023-03-27 15:12:47
913;54;3;2023-03-14;10:04:43;in;2023-03-27 15:12:47;2023-03-27 15:12:47
914;54;3;2023-03-14;19:55:52;out;2023-03-27 15:12:47;2023-03-27 15:12:47
915;44;2;2023-03-14;8:33:10;in;2023-03-27 15:12:47;2023-03-27 15:12:47
916;44;2;2023-03-14;15:29:34;out;2023-03-27 15:12:47;2023-03-27 15:12:47
917;45;3;2023-03-14;9:42:37;in;2023-03-27 15:12:47;2023-03-27 15:12:47
918;45;3;2023-03-14;17:37:03;out;2023-03-27 15:12:47;2023-03-27 15:12:47
919;10;3;2023-03-14;7:32:01;in;2023-03-27 15:12:47;2023-03-27 15:12:47
920;10;3;2023-03-14;19:01:26;out;2023-03-27 15:12:47;2023-03-27 15:12:47
921;24;1;2023-03-14;7:38:33;in;2023-03-27 15:12:47;2023-03-27 15:12:47
922;24;1;2023-03-14;15:14:44;out;2023-03-27 15:12:47;2023-03-27 15:12:47
923;65;2;2023-03-14;10:39:15;in;2023-03-27 15:12:47;2023-03-27 15:12:47
924;65;2;2023-03-14;20:33:33;out;2023-03-27 15:12:47;2023-03-27 15:12:47
925;73;5;2023-03-14;8:37:14;in;2023-03-27 15:12:47;2023-03-27 15:12:47
926;73;5;2023-03-14;17:58:32;out;2023-03-27 15:12:47;2023-03-27 15:12:47
927;16;2;2023-03-14;10:33:34;in;2023-03-27 15:12:47;2023-03-27 15:12:47
928;16;2;2023-03-14;18:43:09;out;2023-03-27 15:12:47;2023-03-27 15:12:47
929;9;5;2023-03-14;7:25:34;in;2023-03-27 15:12:47;2023-03-27 15:12:47
930;9;5;2023-03-14;19:49:37;out;2023-03-27 15:12:47;2023-03-27 15:12:47
931;7;1;2023-03-14;7:34:40;in;2023-03-27 15:12:47;2023-03-27 15:12:47
932;7;1;2023-03-14;20:07:10;out;2023-03-27 15:12:47;2023-03-27 15:12:47
933;74;3;2023-03-14;8:58:29;in;2023-03-27 15:12:47;2023-03-27 15:12:47
934;74;3;2023-03-14;15:48:34;out;2023-03-27 15:12:47;2023-03-27 15:12:47
935;1;2;2023-03-14;8:03:53;in;2023-03-27 15:12:47;2023-03-27 15:12:47
936;1;2;2023-03-14;17:23:37;out;2023-03-27 15:12:47;2023-03-27 15:12:47
937;30;4;2023-03-14;7:07:22;in;2023-03-27 15:12:47;2023-03-27 15:12:47
938;30;4;2023-03-14;19:04:02;out;2023-03-27 15:12:47;2023-03-27 15:12:47
939;49;1;2023-03-14;8:44:51;in;2023-03-27 15:12:47;2023-03-27 15:12:47
940;49;1;2023-03-14;18:36:03;out;2023-03-27 15:12:47;2023-03-27 15:12:47
941;15;5;2023-03-14;7:45:32;in;2023-03-27 15:12:47;2023-03-27 15:12:47
942;15;5;2023-03-14;18:56:32;out;2023-03-27 15:12:47;2023-03-27 15:12:47
943;69;5;2023-03-14;6:55:59;in;2023-03-27 15:12:47;2023-03-27 15:12:47
944;69;5;2023-03-14;15:36:16;out;2023-03-27 15:12:47;2023-03-27 15:12:47
945;41;2;2023-03-14;7:55:23;in;2023-03-27 15:12:47;2023-03-27 15:12:47
946;41;2;2023-03-14;20:40:30;out;2023-03-27 15:12:47;2023-03-27 15:12:47
947;68;5;2023-03-14;6:26:48;in;2023-03-27 15:12:47;2023-03-27 15:12:47
948;68;5;2023-03-14;20:13:10;out;2023-03-27 15:12:47;2023-03-27 15:12:47
949;22;2;2023-03-14;9:53:50;in;2023-03-27 15:12:47;2023-03-27 15:12:47
950;22;2;2023-03-14;20:40:56;out;2023-03-27 15:12:47;2023-03-27 15:12:47
951;76;1;2023-03-14;8:15:53;in;2023-03-27 15:12:47;2023-03-27 15:12:47
952;76;1;2023-03-14;20:35:48;out;2023-03-27 15:12:47;2023-03-27 15:12:47
953;58;1;2023-03-14;10:37:52;in;2023-03-27 15:12:47;2023-03-27 15:12:47
954;58;1;2023-03-14;16:09:44;out;2023-03-27 15:12:47;2023-03-27 15:12:47
955;11;5;2023-03-14;6:05:29;in;2023-03-27 15:12:47;2023-03-27 15:12:47
956;11;5;2023-03-14;17:49:23;out;2023-03-27 15:12:47;2023-03-27 15:12:47
957;20;2;2023-03-14;6:06:46;in;2023-03-27 15:12:47;2023-03-27 15:12:47
958;20;2;2023-03-14;17:56:49;out;2023-03-27 15:12:47;2023-03-27 15:12:47
959;72;1;2023-03-14;8:03:01;in;2023-03-27 15:12:47;2023-03-27 15:12:47
960;72;1;2023-03-14;18:33:43;out;2023-03-27 15:12:47;2023-03-27 15:12:47
961;14;2;2023-03-14;7:48:57;in;2023-03-27 15:12:47;2023-03-27 15:12:47
962;14;2;2023-03-14;16:41:43;out;2023-03-27 15:12:47;2023-03-27 15:12:47
963;75;5;2023-03-14;10:54:31;in;2023-03-27 15:12:47;2023-03-27 15:12:47
964;26;1;2023-03-14;9:11:36;in;2023-03-27 15:12:47;2023-03-27 15:12:47
965;26;1;2023-03-14;16:49:00;out;2023-03-27 15:12:47;2023-03-27 15:12:47
966;80;2;2023-03-14;6:37:37;in;2023-03-27 15:12:47;2023-03-27 15:12:47
967;80;2;2023-03-14;17:25:18;out;2023-03-27 15:12:47;2023-03-27 15:12:47
968;38;1;2023-03-14;8:36:45;in;2023-03-27 15:12:47;2023-03-27 15:12:47
969;38;1;2023-03-14;17:15:11;out;2023-03-27 15:12:47;2023-03-27 15:12:47
970;28;5;2023-03-14;10:24:58;in;2023-03-27 15:12:47;2023-03-27 15:12:47
971;28;5;2023-03-14;17:52:28;out;2023-03-27 15:12:47;2023-03-27 15:12:47
972;6;3;2023-03-14;9:52:13;in;2023-03-27 15:12:47;2023-03-27 15:12:47
973;6;3;2023-03-14;16:53:39;out;2023-03-27 15:12:47;2023-03-27 15:12:47
974;5;1;2023-03-14;8:06:11;in;2023-03-27 15:12:47;2023-03-27 15:12:47
975;12;5;2023-03-14;8:28:52;in;2023-03-27 15:12:47;2023-03-27 15:12:47
976;12;5;2023-03-14;18:43:08;out;2023-03-27 15:12:47;2023-03-27 15:12:47
977;17;2;2023-03-14;6:26:59;in;2023-03-27 15:12:47;2023-03-27 15:12:47
978;17;2;2023-03-14;18:37:56;out;2023-03-27 15:12:47;2023-03-27 15:12:47
